Voltage,Counter,Ref,Curr_mA 1,Curr_mA 2,Curr_mA 3,Curr_mA 4,Curr_mA 5,Curr_mA 6,Curr_mA 7,Curr_mA 8,Curr_mA 9,Curr_mA 10,Curr_mA 11,Curr_mA 12,Curr_mA 13,Curr_mA 14,Curr_mA 15,Curr_mA 16, Curr_mA 17, Curr_mA 18, Curr_mA 19, Curr_mA 20, Curr_mA 21, Curr_mA 22, Curr_mA 23, Curr_mA 24
1.4768519,1,2,-17.476547,-5.4068403,-2.801508,-17.476547,-17.476547,-17.476547,-17.476547,-17.476547,-0.022309585,-0.022430463,-0.022736693,-0.02268834,-0.022043653,-0.022422405,-0.022357935,-0.022083946,-0.021157203,-0.021020208,-0.021801895,-0.021793833,-0.020391636,-0.020464163,-0.020472221,-0.02031911
1.4513888,1,2,-16.962156,-5.333803,-2.7075467,-16.962156,-16.962156,-16.962156,-16.962156,-16.962156,-0.021950193,-0.022054954,-0.02236924,-0.022345064,-0.02161979,-0.022054954,-0.022006603,-0.021740668,-0.020886455,-0.020749459,-0.021394148,-0.021378031,-0.020137005,-0.020249825,-0.02016924,-0.020072537
1.4259257,1,2,-16.924568,-5.30706,-2.6587136,-16.924568,-16.924568,-16.924568,-16.924568,-16.924568,-0.021856733,-0.02193732,-0.022259664,-0.022219371,-0.02153439,-0.021929258,-0.021832557,-0.021582741,-0.020704353,-0.020510945,-0.021252336,-0.021252336,-0.019866256,-0.019954901,-0.019914608,-0.01979373
1.4004631,1,2,-16.79968,-5.2254505,-2.5494416,-16.79968,-16.79968,-16.79968,-16.79968,-16.79968,-0.021489287,-0.021610165,-0.02193251,-0.021892216,-0.021207236,-0.021594048,-0.021553755,-0.021287823,-0.020385256,-0.020240203,-0.020949358,-0.020917125,-0.019595513,-0.0196761,-0.019643866,-0.019547163
1.375,1,2,-16.386023,-5.169559,-2.4852972,-16.386023,-16.386023,-16.386023,-16.386023,-16.386023,-0.021234656,-0.021331359,-0.021629527,-0.021573117,-0.020896195,-0.021323299,-0.021250773,-0.021009013,-0.020162858,-0.020001687,-0.020557733,-0.020573849,-0.019332824,-0.01941341,-0.019381177,-0.019292532
1.375,1,2,-16.513617,-5.1764174,-2.463539,-16.513617,-16.513617,-16.513617,-16.513617,-16.513617,-0.021323299,-0.021468356,-0.021750407,-0.021693997,-0.021081543,-0.021420002,-0.021355534,-0.02104931,-0.020138683,-0.01999363,-0.020638319,-0.020654434,-0.019324765,-0.019429527,-0.019397294,-0.019268356
1.4004631,1,2,-16.66537,-5.20659,-2.390687,-16.66537,-16.66537,-16.66537,-16.66537,-16.66537,-0.02141676,-0.021553755,-0.021835806,-0.021787455,-0.021150826,-0.02152152,-0.021489287,-0.021215294,-0.020377196,-0.020224085,-0.020788187,-0.020788187,-0.019579396,-0.019651925,-0.019627748,-0.019531045
1.4259257,1,2,-16.81712,-5.2693386,-2.3968089,-16.81712,-16.81712,-16.81712,-16.81712,-16.81712,-0.021800322,-0.021856733,-0.022154901,-0.022122666,-0.021461861,-0.021856733,-0.021768088,-0.02152633,-0.020655999,-0.02048677,-0.021002522,-0.02101864,-0.019858198,-0.019979078,-0.019898493,-0.019801788
1.4513888,1,2,-17.190485,-5.330374,-2.363444,-17.190485,-17.190485,-17.190485,-17.190485,-17.190485,-0.022095246,-0.022151656,-0.022482062,-0.022441769,-0.021821255,-0.022167774,-0.022103304,-0.021813197,-0.020902572,-0.020733342,-0.021305503,-0.021361914,-0.020104771,-0.020145064,-0.020145064,-0.020048361
1.4768519,1,2,-17.261652,-5.3331127,-2.2849512,-17.261652,-17.261652,-17.261652,-17.261652,-17.261652,-0.022156471,-0.022261234,-0.02257552,-0.02251911,-0.021850245,-0.022228999,-0.022245117,-0.021995299,-0.021149144,-0.02094768,-0.021447316,-0.021455374,-0.020343285,-0.020375518,-0.020383578,-0.02031105
1.5023148,1,2,-17.453695,-5.423295,-2.2951026,-17.453695,-17.453695,-17.453695,-17.453695,-17.453695,-0.022548096,-0.022685094,-0.022967143,-0.022959085,-0.022225752,-0.022701211,-0.022548096,-0.022314396,-0.021419892,-0.021202309,-0.021750296,-0.021718059,-0.020549562,-0.020646267,-0.020662384,-0.02055762
1.5277779,1,2,-17.867353,-5.4637556,-2.3181481,-17.867353,-17.867353,-17.867353,-17.867353,-17.867353,-0.022826903,-0.02290749,-0.023205657,-0.023165364,-0.022528734,-0.02291555,-0.022834962,-0.02260932,-0.02169064,-0.021489175,-0.022069395,-0.022077452,-0.020900898,-0.020884778,-0.020900898,-0.020844486
1.5532408,1,2,-17.83107,-5.4733524,-2.3137941,-17.83107,-17.83107,-17.83107,-17.83107,-17.83107,-0.022976771,-0.023041239,-0.02332329,-0.023258822,-0.02255772,-0.023017064,-0.022960654,-0.02273501,-0.021880798,-0.02171157,-0.022154793,-0.022146735,-0.021099115,-0.021163583,-0.02112329,-0.02101853
1.5787036,1,2,-18.103699,-5.5618205,-2.34651,-18.103699,-18.103699,-18.103699,-18.103699,-18.103699,-0.02333616,-0.023432866,-0.023722973,-0.023690738,-0.023054108,-0.023384513,-0.02333616,-0.023062168,-0.022183781,-0.022014549,-0.022425538,-0.022425538,-0.021329567,-0.021450449,-0.021394037,-0.021289274
1.6041665,1,2,-18.456917,-5.5868487,-2.3784196,-18.456917,-18.456917,-18.456917,-18.456917,-18.456917,-0.023566613,-0.023671374,-0.023921192,-0.023905074,-0.02329262,-0.023631081,-0.023606906,-0.023308737,-0.022462582,-0.02219665,-0.022704344,-0.022704344,-0.021576138,-0.021632547,-0.021640606,-0.021551961
1.6296296,1,2,-18.434067,-5.6153064,-2.3772893,-18.434067,-18.434067,-18.434067,-18.434067,-18.434067,-0.02367619,-0.023829304,-0.02407912,-0.024014652,-0.023369962,-0.023764834,-0.023748718,-0.023458607,-0.022668863,-0.022435164,-0.022830036,-0.02280586,-0.021863002,-0.021895237,-0.021895237,-0.021846885
1.6550927,1,2,-18.773853,-5.6471934,-2.4148402,-18.773853,-18.773853,-18.773853,-18.773853,-18.773853,-0.024124227,-0.024220929,-0.024454629,-0.024438512,-0.023809941,-0.024180636,-0.024116168,-0.023842178,-0.022955727,-0.02271397,-0.02312496,-0.02312496,-0.02213375,-0.022206279,-0.022165986,-0.0220854
